tmdb_id,title,year,native_4k,mastering,hdr,dolby_vision,audio,tmdb_rating,cn_title,genre,date_added,has_local,emby_url
360920,The Grinch,2018,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,绿毛怪格林奇,动画/喜剧/家庭/奇幻,,0,
18129,The Grifters,1990,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.5,致命赌局,犯罪/剧情,,0,
497,The Green Mile,1999,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,8.5,绿里奇迹,奇幻/剧情/犯罪,,0,
559907,The Green Knight,2021,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,绿衣骑士,冒险/剧情/奇幻,,0,
316029,The Greatest Showman,2017,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.9,马戏之王,剧情,,0,
311324,The Great Wall,2016,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.0,长城,动作/冒险/奇幻,2025-03-23,0,
2617,The Great Outdoors,1988,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.4,斗气家族,喜剧,,0,
64682,The Great Gatsby,2013,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,7.3,了不起的盖茨比,剧情/爱情,,0,
5925,The Great Escape,1963,1,Native 4K,SDR,DTS-HD MA 2.0 Mono,,7.9,大逃亡,冒险/剧情/战争,,0,
9340,The Goonies,1985,1,Native 4K,HDR10,5.1 DTS-HD-MA,,7.5,七宝奇谋,冒险/喜剧/家庭,,0,
15067,"The Good, the Bad, the Weird",2008,0,Upscaled 4K,HDR10,Dolby Vision,7.1 DTS-HD MA,7.2,好家伙、坏家伙、怪家伙,动作/冒险/喜剧/西部,,0,
429,"The Good, the Bad and the Ugly",1966,1,Native 4K,HDR10,Dolby Vision,DTS-HD Master Audio 2.0 Mono,8.5,黄金三镖客,西部,2026-09-11,0,
105864,The Good Dinosaur,2015,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.8,恐龙当家,冒险/动画/家庭,,0,
10136,The Golden Child,1986,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.9,金童子,动作/冒险/喜剧,,0,
242,Corleone,1990,1,Native 4K,HDR10,Dolby Vision,Dolby True-HD 5.1,7.4,教父3,犯罪/剧情/惊悚,2026-09-12,0,
14069,The Girl Who Leapt Through Time,2006,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,7.8,穿越时空的少女,奇幻/动画/剧情/科幻,,0,
346685,The Girl on the Train,2016,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS HD-MA",,6.4,火车上的女孩,犯罪/悬疑/惊悚,,0,
446807,The Girl in the Spider's Web,2018,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.2,蜘蛛网中的女孩,动作/犯罪/惊悚,2026-09-11,0,
2046,The Gift,2000,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.5,惊魂眼,恐怖/剧情/惊悚/悬疑,,0,
522627,The Gentlemen,2019,1,Native 4K,HDR10,7.1 DTS-HD-MA,,7.7,绅士们,动作/喜剧/犯罪,2026-09-04,0,
14443,The Garbage Pail Kids Movie,1987,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,3.6,垃圾桶小破孩大电影,冒险/喜剧/家庭/科幻,,0,
44800,The Gambler,1974,1,Native 4K,HDR10,Dolby Vision,Lossless Mono,6.7,赌棍,剧情/犯罪,,0,
1280738,The Furious,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",8.2,火遮眼,动作/犯罪/惊悚,2026-08-15,0,
13555,The Funhouse,1981,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",5.9,恐怖欢乐屋,恐怖,,0,
5503,The Fugitive,1993,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.5,亡命天涯,动作/惊悚/剧情,2025-03-23,0,
1723,The Front,1976,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,7.0,出头人,喜剧/剧情,,0,
10779,The Frighteners,1996,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,恐怖幽灵,恐怖/喜剧,,0,
542178,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.0,法兰西特派,剧情/喜剧,,0,
12310,The Four Musketeers,1974,1,Native 4K,HDR10,Dolby Vision,LPCM Mono,6.5,生死剑侠,动作/冒险/喜剧/剧情,,0,
1888,The Fortune Cookie,1966,1,Native 4K,SDR,2.0 DTS-HD MA,,7.2,飞来福,喜剧,,0,
602223,The Forever Purge,2021,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.9,人类清除计划5,动作/恐怖/惊悚,,0,
1127674,The Forbidden City,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,紫禁城,动作/剧情/爱情,,0,
790,The Fog,1980,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,夜雾杀机,恐怖,,0,
394117,The Florida Project,2017,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.4,佛罗里达乐园,剧情,,0,
298618,The Flash,2023,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,闪电侠,动作/科幻/冒险,2026-09-12,0,
48853,The Five Days,1973,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.9,五天,喜剧/剧情/历史,,0,
177,The Fisher King,1991,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.3,渔王,喜剧/剧情,,0,
783675,The First Slam Dunk,2022,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.8,灌篮高手,动画/喜剧/剧情,,0,
442249,The First Purge,2018,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS HD-MA",,6.0,人类清除计划4,动作/恐怖/惊悚,,0,
37233,The Firm,1993,1,Native 4K,HDR10,Dolby Vision,Dolby TrueHD 5.1,6.7,糖衣陷阱,剧情/悬疑/惊悚,,0,
42471,The Final Programme,1973,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.4,电脑人魔,惊悚/科幻/喜剧,,0,
8738,The Final Countdown,1980,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,核子航母遇险记,战争/动作/科幻,,0,
18,The Fifth Element,1997,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.6,第五元素,科幻/动作/冒险,,0,
337339,The Fate of the Furious,2017,0,Upscaled 4K,HDR10,Dolby Vision,"DTS: X, 7.1 DTS HD-MA",6.8,速度与激情8,动作/犯罪/惊悚,2025-03-23,0,
9615,The Fast and the Furious: Tokyo Drift,2006,0,Upscaled 4K,HDR10,"DTS:X, 7.1 DTS-HD MA",,6.6,速度与激情3：东京漂移,动作/犯罪/惊悚,2025-03-23,0,
9799,The Fast and the Furious,2001,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,速度与激情,动作/犯罪/惊悚,,0,
201593,The Farmer,1977,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.1,卖命,动作/犯罪,,0,
617126,The Fantastic Four: First Steps,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,神奇4侠：初露锋芒,科幻/冒险/动作,2026-05-06,0,
105184,The Fan,1982,1,Native 4K,SDR,Lossless Mono,,6.6,嗜血追星女,剧情/恐怖,,0,
5994,The Family Man,2000,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.8,居家男人,喜剧/剧情/爱情/奇幻,,0,
746036,The Fall Guy,2024,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,特技狂人,动作/喜剧/爱情,2026-03-29,0,
88396,The Falcon and the Winter Soldier,2021,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.6,猎鹰与冬兵,动作冒险/Sci-Fi & Fantasy,,0,
9276,The Faculty,1998,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.6,老师不是人,恐怖/科幻,,0,
804095,The Fabelmans,2022,1,Native 4K,HDR10,Dolby Vision,Dolby TrueHD 7.1,7.6,造梦之家,剧情,2026-08-28,0,
10389,The Eye,2002,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.6,见鬼,恐怖,,0,
138103,The Expendables 3,2014,1,Native 4K,HDR10,Dolby Atmos True-HD,,6.2,敢死队3,动作/冒险/惊悚,2025-03-23,0,
76163,The Expendables 2,2012,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.4,敢死队2,动作/冒险/惊悚,,0,
27578,The Expendables,2010,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.3,敢死队,惊悚/冒险/动作,,0,
807172,The Exorcist: Believer,2023,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",5.8,驱魔人：信徒,恐怖,,0,
11587,The Exorcist III,1990,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.3,驱魔人III,恐怖,,0,
9552,The Exorcist,1973,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.7,驱魔人,恐怖,,0,
94738,"The Executioner, Part II",1984,1,Native 4K,HDR10,Dolby Vision,Lossless Mono,4.3,执行者2,动作/犯罪/剧情,,0,
764,The Evil Dead,1981,1,Native 4K,HDR10,Dolby Vision,Dolby True-HD 5.1,7.3,鬼玩人,恐怖,,0,
29566,The Escapees,1981,1,Native 4K,HDR10+,Dolby Vision,LPCM Mono,4.6,逃亡者,剧情/犯罪,,0,
926393,The Equalizer 3,2023,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.3,伸冤人3,动作/惊悚/犯罪,2025-03-23,0,
345887,The Equalizer 2,2018,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.8,伸冤人2,动作/惊悚/犯罪,2025-03-23,0,
156022,The Equalizer,2014,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.3,伸冤人,惊悚/动作/犯罪,2025-03-23,0,
1101383,The End of Oak Street,2026,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,逃出绝命街,科幻/悬疑/惊悚,,0,
11688,The Emperor's New Groove,2000,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.6,变身国王,冒险/动画/喜剧/家庭/奇幻,,0,
378236,The Emoji Movie,2017,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,5.4,表情奇幻冒险,动画/家庭/喜剧,,0,
1955,The Elephant Man,1980,1,Native 4K,HDR10,Dolby Vision,LPCM 2.0,8.1,象人,剧情/历史,,0,
20187,The Eiger Sanction,1975,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.1,勇闯雷霆峰,动作/冒险/剧情,,0,
1278,The Dreamers,2003,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.2,戏梦巴黎,剧情/爱情,,0,
1325734,The Drama,2026,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,爱情抓马,爱情/喜剧/剧情,,0,
10537,The Doors,1991,1,Native 4K,HDR10+,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.1,大门,音乐/剧情,,0,
13552,The Doom Generation,1995,1,Native 4K,SDR,5.1 DTS-HD MA,,6.5,玩尽末世纪,喜剧/剧情/犯罪,,0,
262500,The Divergent Series: Insurgent,2015,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.4,分歧者2：绝地反击,动作/科幻/惊悚,2026-09-11,0,
262504,The Divergent Series: Allegiant,2016,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.1,分歧者3：忠诚世界,冒险/科幻/动作/悬疑,2026-09-11,0,
4593,The Discreet Charm of The Bourgeoisie,1972,1,Native 4K,HDR10,2.0 DTS-HD MA,,7.5,资产阶级的审慎魅力,喜剧,,0,
1654,The Dirty Dozen,1967,1,Native 4K,HDR10,Dolby Vision,LPCM 2.0,7.6,十二金刚,动作/冒险/战争,,0,
74831,The Devil's Wedding Night,1973,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.3,恶魔婚礼之夜,恐怖,,0,
38701,The Devil's Rain,1975,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.0,魔鬼雨,恐怖,,0,
58218,The Devil's Nightmare,1971,1,Native 4K,SDR,LPCM Mono,,6.2,恶魔的梦魇,恐怖/奇幻,,0,
30872,The Devil's Honey,1986,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.5,恶魔的宝贝儿,惊悚/剧情,,0,
1433,The Devil's Backbone,2001,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.3,鬼童院,奇幻/剧情/恐怖/惊悚,,0,
1314481,The Devil Wears Prada 2,2026,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,穿普拉达的女王2,喜剧/剧情,2026-07-30,0,
34480,The Descent: Part II,2009,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.0,黑暗侵袭2,冒险/恐怖/惊悚,,0,
9392,The Descent,2005,1,Native 4K,HDR10,Dolby Vision,7.1 DTS-HD MA,7.0,黑暗侵袭,冒险/恐怖,2026-07-06,0,
1422,The Departed,2006,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,8.2,无间道风云,剧情/惊悚/犯罪,,0,
29130,The Demoniacs,1974,1,Native 4K,HDR10,Dolby Vision,DTS-HD MA Mono,5.8,活死人的咒语,恐怖,,0,
16113,The Delta Force,1986,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD-MA,6.0,三角洲突击队,动作/惊悚/战争,,0,
11778,The Deer Hunter,1978,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD-MA,8.0,猎鹿人,剧情/战争,,0,
487670,The Death Of Superman,2018,0,Upscaled 4K,HDR10,5.1 DTS-HD-MA,,7.4,超人之死,科幻/动画/动作/剧情/冒险,,0,
630656,The Death and Return of Superman,2019,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,6.7,超人之死而复生,科幻/冒险/动画/动作/剧情,,0,
40059,The Deadly Spawn,1983,1,Native 4K,HDR10+,Dolby Vision,2.0 DTS-HD MA,5.6,异形再现,恐怖/科幻,,0,
11336,The Dead Zone,1983,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.0,死亡地带,惊悚/恐怖/科幻,,0,
40448,The Dead Pit,1989,1,Native 4K,HDR10,2.0 DTS-HD MA,,5.2,尸坑,恐怖,,0,
764,The Dead,1987,1,Native 4K,HDR10,Dolby Vision,4.0 DTS-HD MA,7.3,鬼玩人,恐怖,,0,
10722,The Day of the Beast,1995,1,Native 4K,HDR10,DTS-HD MA 2.0,,7.3,野兽之日,恐怖/喜剧/动作,,0,
445651,The Darkest Minds,2018,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.0,黑暗心灵,动作/冒险/剧情,2026-09-11,0,
353491,The Dark Tower,2017,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",5.8,黑暗塔,奇幻/动作/科幻,2026-09-11,0,
49026,The Dark Knight Rises,2012,1,Native 4K,HDR10,5.1 DTS-HD-MA,,7.8,蝙蝠侠：黑暗骑士崛起,动作/犯罪/剧情/惊悚,2025-03-23,0,
155,The Dark Knight,2008,1,Native 4K,HDR10,5.1 DTS-HD-MA,,8.5,蝙蝠侠：黑暗骑士,动作/惊悚/犯罪,2025-03-23,0,
10349,The Dark Half,1993,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.0,人鬼双胞胎,悬疑/恐怖,,0,
11639,The Dark Crystal,1982,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.2,黑水晶,冒险/家庭/奇幻,,0,
4538,The Darjeeling Limited,2007,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.1,穿越大吉岭,冒险/剧情/喜剧,,0,
13210,The Dam Busters,1955,1,Native 4K,HDR10,2.0 DTS-HD MA,,6.9,敌后大爆破,剧情/历史/战争,,0,
591,The Da Vinci Code,2006,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.7,达·芬奇密码,惊悚/悬疑,,0,
3079,The Curse of Frankenstein,1957,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.8,弗兰肯斯坦的诅咒,恐怖/科幻,,0,
11386,The Crying Game,1992,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.8,哭泣的游戏,犯罪/剧情/惊悚,,0,
9495,The Crow,2024,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.5,乌鸦,奇幻/动作/惊悚,,0,
9495,The Crow,1994,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.5,乌鸦,奇幻/动作/惊悚,,0,
529203,The Croods: A New Age,2020,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.4,疯狂原始人2：新纪元,动画/家庭/冒险/奇幻/喜剧,2025-03-23,0,
49519,The Croods,2013,0,Upscaled 4K,HDR10,"DTS:X, DTS-HD MA 7.1",,6.9,疯狂原始人,动画/冒险/家庭/喜剧,2025-03-23,0,
670292,The Creator,2023,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.0,AI创世者,科幻/动作/冒险,2026-08-28,0,
29425,The Crazies,2010,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.1,杀出狂人镇,科幻/恐怖/动作,,0,
9100,The Craft,1996,1,Native 4K,HDR10,5.1 DTS-HD-MA,,6.8,魔女游戏,恐怖/剧情/奇幻,,0,
1084736,The Count of Monte Cristo,2024,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.9,基督山伯爵,冒险/动作/剧情,,0,
9341,The Core,2003,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.8,地心抢险记,科幻/冒险/惊悚,,0,
592,The Conversation,1974,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.5,窃听大阴谋,犯罪/剧情/悬疑,,0,
12724,The Convent,2000,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.6,血腥修道院,恐怖/动作/喜剧,,0,
423108,The Conjuring: The Devil Made Me Do It,2021,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.3,招魂3,恐怖/悬疑/惊悚,,0,
628900,The Contractor,2022,0,Upscaled 4K,HDR10,Dolby Vision,7.1 DTS-HD MA,6.3,承包商,动作/惊悚,,0,
1038392,The Conjuring: Last Rites,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,招魂4：终章,恐怖,,0,
423108,The Conjuring 3: The Devil Made Me Do It,2021,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.3,招魂3,恐怖/悬疑/惊悚,,0,
259693,The Conjuring 2,2016,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.3,招魂2,恐怖,,0,
138843,The Conjuring,2013,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,7.5,招魂,恐怖/惊悚,,0,
29723,The Concorde… Airport '79,1979,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,4.7,国际机场1979,动作/剧情/惊悚,,0,
11905,The Company of Wolves,1984,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.3,狼之一族,恐怖/奇幻,,0,
399035,The Commuter,2018,1,Native 4K,HDR10,Dolby Atmos True-HD,,6.4,通勤营救,动作/惊悚/悬疑,,0,
873,The Color Purple,1985,1,Native 4K,HDR10,5.1 DTS-HD MA,,7.7,紫色,剧情/历史,,0,
44960,The Clown Murders,1976,1,Native 4K,HDR10,2.0 DTS-HD MA,,4.7,The Clown Murders,剧情/悬疑/惊悚/恐怖,,0,
902,The City of Lost Children,1995,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,7.2,童梦失魂夜,奇幻/科幻/冒险,,0,
40364,The Church,1989,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.1,教堂幽灵,恐怖,,0,
2789,The Chronicles of Riddick,2004,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,星际传奇2,动作/科幻,,0,
13550,The Changeling,1980,1,Native 4K,HDR10,5.1 DTS-HD MA,,7.0,夺魄冤魂,恐怖,,0,
32562,The Celluloid Closet,1996,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,7.2,赛璐路壁橱,纪录/历史,,0,
8843,The Cell,2000,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.3,入侵脑细胞,恐怖/科幻/惊悚,2026-09-04,0,
27431,The Cat o' Nine Tails,1971,1,Native 4K,HDR10,Dolby Vision,DTS-HD MA 2.0 Mono,6.7,九尾怪猫,恐怖/悬疑/惊悚,,0,
76804,The Cat and the Canary,1927,1,Native 4K,SDR,5.1 DTS-HD MA,,6.9,猫和金丝雀,喜剧/恐怖/悬疑,,0,
3485,The Castle of Fu Manchu,1969,1,Native 4K,HDR10,Lossless Mono,,3.6,傅满洲的城堡,犯罪/冒险/恐怖,,0,
29167,The Case of the Bloody Iris,1972,1,Native 4K,HDR10,Lossless Mono,,6.3,滴血碧玉肌,惊悚/悬疑/恐怖,,0,
15483,The Card Player,2004,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,4.4,网络杀人案,犯罪/恐怖/悬疑/惊悚,,0,
481848,The Call of the Wild,2020,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.5,野性的呼唤,冒险/家庭/剧情,,0,
9894,The Cable Guy,1996,1,Native 4K,HDR10,Dolby Vision,Dolby Atmos,6.0,王牌特派员,喜剧/剧情/惊悚,,0,
234,The Cabinet of Dr. Caligari,1920,1,Native 4K,SDR,5.1 DTS-HD MA,,7.9,卡里加里博士的小屋,剧情/恐怖/惊悚/犯罪,,0,
22970,The Cabin in the Woods,2011,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,林中小屋,恐怖/悬疑/喜剧,2026-09-11,0,
623511,The Burning Sea,2021,1,Native 4K,HDR,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,北海,动作/惊悚/剧情,,0,
24124,The Burning,1981,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.2,炼狱,恐怖,,0,
33319,The Burmese Harp,1956,1,Native 4K,SDR,LPCM Mono,,7.8,缅甸的竖琴,剧情/战争,,0,
11974,The Burbs,1989,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.8,地狱来的芳邻,喜剧/恐怖/惊悚,,0,
549509,The Brutalist,2024,1,Native 4K,SDR,5.1 DTS-HD MA,,6.9,粗野派,剧情,,0,
826,The Bridge on the River Kwai,1957,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.8,桂河大桥,剧情/历史/战争,2026-09-11,0,
1159831,The Bride!,2026,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.1,暗黑新娘！,科幻/恐怖/奇幻,,0,
229,The Bride of Frankenstein,1935,1,Native 4K,HDR10,2.0 DTS-HD MA,,7.5,科学怪人的新娘,恐怖/科幻,,0,
2108,The Breakfast Club,1985,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.7,早餐俱乐部,喜剧/剧情,,0,
22323,The Boys Next Door,1985,1,Native 4K,HDR10,5.1 DTS-HD MA,,6.2,邻家男孩,犯罪/剧情/惊悚,,0,
34377,The Boys in the Band,1970,1,Native 4K,HDR10,Dolby Vision,1.0 DTS-HD MA Mono,7.0,乐队男孩,剧情,,0,
508883,The Boy and the Heron,2023,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.4,你想活出怎样的人生,动画/奇幻/剧情,,0,
315465,The Boy and The Beast,2015,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,7.9,怪物之子,动作/冒险/动画/剧情/家庭/奇幻,,0,
321258,The Boy,2016,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.0,灵偶契约,恐怖/悬疑/惊悚,,0,
170687,The Boxtrolls,2014,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,盒子怪,动画/喜剧/家庭/奇幻,,0,
2503,The Bourne Ultimatum,2007,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS-HD MA",,7.4,谍影重重3,动作/剧情/悬疑/惊悚,2025-03-23,0,
2502,The Bourne Supremacy,2004,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS-HD MA",,7.3,谍影重重2,动作/剧情/惊悚,2025-03-23,0,
49040,The Bourne Legacy,2012,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS-HD MA",,6.3,谍影重重4,动作/惊悚,2025-03-23,0,
2501,The Bourne Identity,2002,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS-HD MA",,7.5,谍影重重,动作/悬疑/惊悚,2025-03-23,0,
459151,The Boss Baby: Family Business,2021,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.3,宝贝老板2,动画/喜剧/冒险/家庭,,0,
295693,The Boss Baby,2017,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.4,宝贝老板,动画/喜剧/家庭,,0,
256379,The Boogeyman,1980,1,Native 4K,HDR10,2.0 DTS-HD MA,,6.3,妖怪人,家庭/奇幻/剧情,,0,
33721,The Boogens,1981,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.5,地兽,恐怖,,0,
9481,The Bone Collector,1999,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.8,神秘拼图,犯罪/惊悚/剧情/悬疑,,0,
18674,The Bodyguard from Beijing,1994,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.8,中南海保镖,剧情/动作/惊悚,,0,
504827,The Bob's Burgers Movie,2022,1,Native 4K,HDR10,5.1 DTS-HD MA,,6.9,开心汉堡店,动画/喜剧/犯罪/悬疑,,0,
525,The Blues Brothers,1980,1,Native 4K,HDR10,"DTS: X, 7.1 DTS-HD MA",,7.7,福禄双霸天,音乐/喜剧/犯罪,,0,
90887,The Blood Rose,1970,1,Native 4K,SDR,2.0 DTS-HD MA,,5.6,血玫瑰,恐怖,,0,
26774,The Blood on Satan's Claw,1971,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.2,撒旦之鸦,恐怖,,0,
3483,The Blood of Fu Manchu,1968,1,Native 4K,HDR10,Dolby Vision,DTS-HD MA Mono,4.4,傅满洲之血,冒险/犯罪,,0,
731740,The Block Island Sound,2020,1,Native 4K,HDR10,5.1 DTS-HD MA,,5.2,布洛克岛秘音,恐怖/科幻,,0,
9599,The Blob,1988,1,Native 4K,HDR10,5.1 DTS-HD MA,,6.9,幽浮魔点,恐怖/科幻/惊悚,,0,
42845,The Blade,1995,1,Native 4K,HDR10,Dolby Vision,LPCM Mono,7.1,刀,动作/冒险,,0,
1008392,The Blackening,2023,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,5.8,黑化游戏,恐怖/喜剧,,0,
